Delivery_ID,Order_ID,Assigned_Rider_ID,Estimated_Delivery_Min,Actual_Delivery_Min,Restaurant_Prep_Min,Pickup_Delay_Min,Delivery_Delay_Min
D020106,O021651,RIDER0522,39,54,15,0.4,15
D020107,O021652,RIDER1686,26,53,36,0.2,27
D020108,O021653,RIDER0143,21,19,32,3.3,0
D020109,O021654,RIDER1386,30,36,14,8.8,6
D020110,O021655,RIDER0890,36,48,30,1.8,12
D020111,O021656,RIDER1376,33,28,24,1.8,0
D020112,O021657,RIDER0558,24,46,42,2.3,22
D020113,O021658,RIDER0438,22,36,29,1.2,14
D020114,O021659,RIDER1741,22,20,16,4.8,0
D020115,O021660,RIDER0349,20,19,21,1.1,0
D020116,O021661,RIDER0313,39,51,39,2.7,12
D020117,O021662,RIDER0211,27,32,27,6.3,5
D020118,O021663,RIDER0988,37,47,29,1.2,10
D020119,O021664,RIDER2461,48,56,21,0.3,8
D020120,O021665,RIDER1070,43,40,37,2.5,0
D020121,O021666,RIDER0046,40,39,21,5.6,0
D020122,O021667,RIDER0294,30,34,15,3.1,4
D020123,O021668,RIDER0510,48,43,31,6.4,0
D020124,O021669,RIDER0475,23,18,41,6.1,0
D020125,O021670,RIDER1719,37,46,14,1.8,9
D020126,O021671,RIDER2158,44,39,14,3.3,0
D020127,O021672,RIDER1281,36,60,28,0.2,24
D020128,O021673,RIDER1616,29,34,26,3.2,5
D020129,O021674,RIDER2109,32,37,15,1.9,5
D020130,O021675,RIDER1448,37,34,24,4.1,0
D020131,O021676,RIDER1481,28,27,24,1.8,0
D020132,O021677,RIDER1222,28,30,24,5.6,2
D020133,O021678,RIDER1613,33,41,28,4.1,8
D020134,O021679,RIDER0140,20,23,32,6.8,3
D020135,O021680,RIDER0279,29,28,38,0.8,0
D020136,O021681,RIDER2457,49,76,18,1.1,27
D020137,O021682,RIDER0328,23,56,36,1.4,33
D020138,O021683,RIDER1933,42,49,15,6.2,7
D020139,O021684,RIDER0474,27,46,21,4.3,19
D020140,O021685,RIDER1857,38,33,21,0.1,0
D020141,O021686,RIDER1328,50,48,28,3.3,0
D020142,O021687,RIDER0865,30,29,23,0.5,0
D020143,O021689,RIDER2256,21,26,38,1.6,5
D020144,O021690,RIDER2208,24,26,36,0.4,2
D020145,O021692,RIDER2350,29,24,28,1.1,0
D020146,O021693,RIDER0979,34,32,30,2.0,0
D020147,O021694,RIDER0007,26,27,19,1.9,1
D020148,O021696,RIDER0010,40,47,28,1.6,7
D020149,O021697,RIDER1946,45,44,27,1.6,0
D020150,O021698,RIDER1456,26,23,25,0.6,0
D020151,O021699,RIDER1522,25,29,21,3.3,4
D020152,O021700,RIDER2106,45,51,16,5.8,6
D020153,O021701,RIDER0422,36,32,14,1.5,0
D020154,O021702,RIDER2103,31,36,31,4.9,5
D020155,O021703,RIDER2428,27,25,16,1.5,0
D020156,O021704,RIDER1477,42,46,32,0.5,4
D020157,O021705,RIDER0974,37,46,37,3.5,9
D020158,O021706,RIDER2179,39,45,38,2.8,6
D020159,O021707,RIDER2134,33,67,28,2.1,34
D020160,O021708,RIDER1968,32,32,14,3.3,0
D020161,O021709,RIDER1226,27,23,40,5.5,0
D020162,O021710,RIDER2148,42,65,21,3.1,23
D020163,O021711,RIDER0615,40,71,20,0.4,31
D020164,O021712,RIDER1685,21,44,22,1.5,23
D020165,O021713,RIDER1606,39,34,36,0.7,0
D020166,O021714,RIDER0707,61,77,15,1.2,16
D020167,O021715,RIDER1223,35,34,31,2.0,0
D020168,O021717,RIDER0712,34,29,14,2.4,0
D020169,O021718,RIDER2025,52,59,24,5.2,7
D020170,O021719,RIDER0096,24,27,28,6.4,3
D020171,O021720,RIDER0743,40,53,37,0.1,13
D020172,O021721,RIDER0407,29,27,23,2.7,0
D020173,O021723,RIDER1405,29,35,21,5.8,6
D020174,O021724,RIDER2285,33,29,30,0.3,0
D020175,O021725,RIDER0119,17,14,31,0.2,0
D020176,O021726,RIDER1791,31,26,31,3.1,0
D020177,O021727,RIDER2251,30,28,22,3.2,0
D020178,O021728,RIDER1361,43,41,16,5.2,0
D020179,O021729,RIDER1590,59,88,14,2.7,29
D020180,O021730,RIDER2089,24,53,35,2.3,29
D020181,O021731,RIDER2311,23,46,27,7.6,23
D020182,O021732,RIDER0235,57,63,24,1.5,6
D020183,O021733,RIDER0392,27,33,24,1.7,6
D020184,O021734,RIDER1871,26,45,42,1.3,19
D020185,O021735,RIDER0977,23,28,19,4.1,5
D020186,O021736,RIDER2285,21,28,24,4.6,7
D020187,O021738,RIDER1046,30,35,37,7.3,5
D020188,O021739,RIDER1050,22,45,36,1.2,23
D020189,O021740,RIDER1105,27,31,15,2.2,4
D020190,O021741,RIDER2454,26,27,35,1.1,1
D020191,O021742,RIDER1672,23,46,23,0.4,23
D020192,O021743,RIDER1296,24,30,33,4.4,6
D020193,O021744,RIDER2348,27,36,30,8.5,9
D020194,O021745,RIDER1700,36,39,35,0.5,3
D020195,O021746,RIDER2197,39,42,35,4.6,3
D020196,O021747,RIDER2257,22,55,16,0.8,33
D020197,O021748,RIDER0802,33,29,16,8.9,0
D020198,O021749,RIDER0752,32,28,27,0.4,0
D020199,O021750,RIDER2063,27,33,23,1.1,6
D020200,O021751,RIDER1189,25,29,17,1.3,4
D020201,O021752,RIDER1955,46,48,14,2.4,2
D020202,O021753,RIDER1461,24,41,21,5.4,17
D020203,O021755,RIDER1940,29,61,40,3.5,32
D020204,O021756,RIDER0547,46,42,14,3.1,0
D020205,O021757,RIDER1329,30,25,21,1.3,0
D020206,O021758,RIDER0976,46,64,31,5.5,18
D020207,O021759,RIDER1967,27,45,31,13.0,18
D020208,O021760,RIDER1537,35,33,17,0.5,0
D020209,O021761,RIDER0552,25,32,23,5.5,7
D020210,O021762,RIDER0313,45,77,18,1.5,32
D020211,O021763,RIDER1021,29,57,37,1.4,28
D020212,O021764,RIDER0933,20,20,28,0.3,0
D020213,O021765,RIDER0668,27,24,33,0.6,0
D020214,O021766,RIDER0895,42,64,31,1.2,22
D020215,O021767,RIDER0774,32,31,22,2.4,0
D020216,O021768,RIDER2383,19,20,40,2.1,1
D020217,O021769,RIDER0417,42,45,37,1.4,3
D020218,O021770,RIDER2482,38,38,28,8.8,0
D020219,O021771,RIDER1984,35,56,25,9.2,21
D020220,O021772,RIDER1678,36,31,21,7.1,0
D020221,O021773,RIDER1584,61,71,31,2.0,10
D020222,O021774,RIDER2382,28,30,32,0.7,2
D020223,O021775,RIDER2140,57,57,15,7.9,0
D020224,O021778,RIDER0034,29,26,14,1.8,0
D020225,O021779,RIDER0424,40,55,41,5.2,15
D020226,O021780,RIDER0542,37,41,14,4.2,4
D020227,O021781,RIDER0900,32,41,18,2.2,9
D020228,O021782,RIDER1730,55,59,29,2.4,4
D020229,O021783,RIDER1378,20,22,22,0.5,2
D020230,O021784,RIDER1361,44,58,32,1.7,14
D020231,O021786,RIDER0610,32,50,14,0.3,18
D020232,O021787,RIDER2219,27,46,42,5.6,19
D020233,O021788,RIDER0608,30,25,42,2.4,0
D020234,O021789,RIDER0632,33,37,36,1.4,4
D020235,O021790,RIDER2085,35,30,25,5.8,0
D020236,O021791,RIDER1569,55,70,30,4.1,15
D020237,O021792,RIDER2198,27,52,30,0.4,25
D020238,O021793,RIDER0280,41,48,16,0.5,7
D020239,O021794,RIDER2154,18,19,36,3.8,1
D020240,O021795,RIDER1881,41,45,14,1.8,4
D020241,O021796,RIDER1359,26,24,31,5.4,0
D020242,O021797,RIDER1641,22,42,24,2.5,20
D020243,O021798,RIDER1775,24,47,18,6.8,23
D020244,O021799,RIDER0357,37,40,16,3.0,3
D020245,O021801,RIDER2181,24,19,27,6.4,0
D020246,O021802,RIDER1276,38,55,30,1.4,17
D020247,O021803,RIDER1325,69,65,37,4.1,0
D020248,O021804,RIDER0109,58,54,27,1.6,0
D020249,O021805,RIDER0056,28,34,33,2.2,6
D020250,O021806,RIDER1393,46,80,21,6.4,34
D020251,O021807,RIDER1288,30,25,14,3.3,0
D020252,O021808,RIDER1733,31,29,36,0.3,0
D020253,O021809,RIDER0339,22,55,38,0.9,33
D020254,O021810,RIDER0015,23,26,38,10.1,3
D020255,O021811,RIDER2083,31,33,21,3.6,2
D020256,O021812,RIDER0569,46,52,35,0.6,6
D020257,O021813,RIDER1151,34,34,17,6.9,0
D020258,O021814,RIDER1221,41,39,15,1.2,0
D020259,O021815,RIDER1221,32,57,27,6.3,25
D020260,O021816,RIDER1232,24,28,20,1.5,4
D020261,O021817,RIDER1641,48,54,14,3.4,6
D020262,O021818,RIDER2175,30,44,16,3.1,14
D020263,O021819,RIDER2179,23,22,14,2.1,0
D020264,O021821,RIDER1049,67,81,38,8.3,14
D020265,O021822,RIDER0773,49,52,18,4.9,3
D020266,O021823,RIDER1885,41,38,32,1.4,0
D020267,O021826,RIDER1909,29,52,27,0.6,23
D020268,O021827,RIDER0366,28,38,29,4.0,10
D020269,O021828,RIDER0445,35,33,19,8.5,0
D020270,O021829,RIDER1966,35,38,31,1.4,3
D020271,O021830,RIDER1410,47,48,15,3.0,1
D020272,O021831,RIDER2170,51,54,34,0.2,3
D020273,O021832,RIDER1372,28,29,16,1.0,1
D020274,O021833,RIDER2014,36,60,24,1.2,24
D020275,O021834,RIDER0997,24,31,16,1.9,7
D020276,O021835,RIDER2254,32,65,38,0.8,33
D020277,O021836,RIDER0488,34,37,36,1.8,3
D020278,O021837,RIDER0956,42,39,40,4.0,0
D020279,O021838,RIDER0600,34,37,18,9.2,3
D020280,O021839,RIDER0865,31,34,38,2.6,3
D020281,O021840,RIDER1190,30,36,27,5.2,6
D020282,O021841,RIDER2490,26,26,41,1.0,0
D020283,O021842,RIDER1309,25,32,16,2.6,7
D020284,O021843,RIDER0319,28,32,25,5.8,4
D020285,O021844,RIDER1317,40,44,23,0.5,4
D020286,O021845,RIDER2242,29,25,29,0.3,0
D020287,O021846,RIDER0805,32,40,27,0.7,8
D020288,O021847,RIDER2096,21,16,33,2.0,0
D020289,O021849,RIDER1139,23,18,27,3.0,0
D020290,O021850,RIDER1552,31,30,18,6.2,0
D020291,O021851,RIDER2461,31,48,37,3.5,17
D020292,O021852,RIDER0040,28,27,15,1.2,0
D020293,O021853,RIDER2448,39,60,29,0.2,21
D020294,O021854,RIDER0788,32,61,15,1.0,29
D020295,O021855,RIDER0143,28,50,31,1.7,22
D020296,O021856,RIDER1791,31,31,33,2.1,0
D020297,O021857,RIDER0416,39,69,39,1.2,30
D020298,O021858,RIDER2301,35,31,15,3.2,0
D020299,O021859,RIDER0709,20,25,30,1.0,5
D020300,O021860,RIDER1285,34,35,31,0.6,1
D020301,O021861,RIDER0114,30,54,36,5.6,24
D020302,O021862,RIDER2265,43,65,36,2.8,22
D020303,O021863,RIDER0122,36,54,37,20.0,18
D020304,O021864,RIDER0245,48,80,36,8.6,32
D020305,O021865,RIDER0556,31,27,18,3.6,0
D020306,O021866,RIDER2304,31,26,37,2.1,0
D020307,O021867,RIDER0503,29,63,19,0.5,34
D020308,O021870,RIDER2220,48,78,28,2.0,30
D020309,O021871,RIDER0527,29,35,37,1.1,6
D020310,O021872,RIDER2166,28,52,22,1.1,24
D020311,O021873,RIDER0589,42,37,18,4.9,0
D020312,O021874,RIDER0864,22,48,31,1.5,26
D020313,O021875,RIDER2186,32,33,20,2.6,1
D020314,O021876,RIDER1548,32,33,33,1.3,1
D020315,O021877,RIDER2299,44,43,42,11.4,0
D020316,O021878,RIDER0347,33,35,27,1.9,2
D020317,O021879,RIDER1060,23,21,29,4.1,0
D020318,O021880,RIDER1266,26,32,42,0.9,6
D020319,O021881,RIDER0879,44,76,40,6.4,32
D020320,O021882,RIDER2168,30,36,31,6.8,6
D020321,O021883,RIDER0357,39,45,39,8.3,6
D020322,O021884,RIDER1050,27,34,22,2.8,7
D020323,O021885,RIDER2095,32,37,35,2.9,5
D020324,O021886,RIDER0580,22,46,30,3.8,24
D020325,O021888,RIDER0006,36,43,21,2.5,7
D020326,O021889,RIDER1306,27,22,18,1.4,0
D020327,O021890,RIDER1354,47,50,42,6.2,3
D020328,O021891,RIDER0848,22,17,25,2.2,0
D020329,O021892,RIDER0779,44,74,32,1.1,30
D020330,O021893,RIDER1918,27,33,41,1.9,6
D020331,O021894,RIDER0529,32,39,22,3.8,7
D020332,O021895,RIDER0119,30,27,30,4.9,0
D020333,O021897,RIDER0700,41,45,36,4.1,4
D020334,O021898,RIDER2427,30,33,16,9.2,3
D020335,O021899,RIDER2136,28,44,29,2.2,16
D020336,O021900,RIDER1494,34,32,28,0.4,0
D020337,O021901,RIDER0951,26,30,28,1.2,4
D020338,O021902,RIDER0757,23,25,34,8.4,2
D020339,O021903,RIDER2166,34,57,34,5.1,23
D020340,O021904,RIDER0709,34,62,37,5.0,28
D020341,O021905,RIDER1763,24,29,30,1.5,5
D020342,O021906,RIDER2060,21,16,21,2.2,0
D020343,O021907,RIDER0364,49,69,21,2.4,20
D020344,O021908,RIDER0508,28,31,40,1.6,3
D020345,O021909,RIDER0335,31,32,25,0.8,1
D020346,O021910,RIDER0070,27,39,15,0.6,12
D020347,O021911,RIDER1007,43,42,15,0.5,0
D020348,O021912,RIDER2486,38,68,27,1.9,30
D020349,O021913,RIDER1440,25,58,21,4.2,33
D020350,O021914,RIDER1591,42,38,23,1.6,0
D020351,O021915,RIDER2113,35,67,31,5.6,32
D020352,O021916,RIDER1868,28,26,16,6.8,0
D020353,O021917,RIDER2383,27,35,29,6.8,8
D020354,O021918,RIDER1977,29,24,28,5.7,0
D020355,O021919,RIDER0233,28,41,21,4.0,13
D020356,O021920,RIDER1504,44,52,21,11.3,8
D020357,O021921,RIDER1041,19,26,39,2.4,7
D020358,O021922,RIDER1165,32,33,33,1.5,1
D020359,O021923,RIDER0260,46,47,24,1.7,1
D020360,O021924,RIDER1195,26,33,21,1.3,7
D020361,O021925,RIDER0763,21,25,36,1.9,4
D020362,O021926,RIDER1615,40,49,28,4.6,9
D020363,O021927,RIDER1327,27,38,20,2.4,11
D020364,O021928,RIDER1750,32,60,31,3.3,28
D020365,O021929,RIDER1769,31,29,14,1.5,0
D020366,O021930,RIDER1142,40,37,14,3.2,0
D020367,O021931,RIDER1547,34,49,42,2.2,15
D020368,O021932,RIDER0192,57,58,14,6.8,1
D020369,O021933,RIDER0900,39,46,38,0.1,7
D020370,O021934,RIDER1877,46,71,36,1.1,25
D020371,O021935,RIDER0787,35,38,21,3.5,3
D020372,O021936,RIDER2462,52,50,25,1.9,0
D020373,O021937,RIDER0606,28,55,31,2.7,27
D020374,O021938,RIDER2035,24,25,38,1.1,1
D020375,O021940,RIDER2118,31,64,21,0.4,33
D020376,O021941,RIDER1603,25,27,27,6.6,2
D020377,O021942,RIDER0654,30,30,14,2.3,0
D020378,O021943,RIDER2024,60,92,31,6.5,32
D020379,O021944,RIDER1701,22,25,24,2.9,3
D020380,O021945,RIDER1226,33,30,18,11.9,0
D020381,O021946,RIDER2436,34,60,23,4.9,26
D020382,O021947,RIDER0040,36,33,38,1.7,0
D020383,O021948,RIDER2081,37,42,38,2.5,5
D020384,O021950,RIDER0712,39,70,25,10.9,31
D020385,O021951,RIDER1178,34,52,30,2.3,18
D020386,O021952,RIDER1229,26,26,38,3.3,0
D020387,O021953,RIDER2497,36,38,31,0.2,2
D020388,O021954,RIDER1899,32,31,30,4.5,0
D020389,O021955,RIDER1009,35,47,18,9.7,12
D020390,O021956,RIDER0888,64,95,21,5.5,31
D020391,O021957,RIDER1742,37,49,40,3.2,12
D020392,O021958,RIDER0948,35,39,16,4.4,4
D020393,O021960,RIDER0594,30,29,17,0.3,0
D020394,O021961,RIDER2369,47,43,18,0.5,0
D020395,O021962,RIDER0719,24,47,17,0.7,23
D020396,O021963,RIDER1382,63,96,37,3.0,33
D020397,O021964,RIDER1256,26,30,17,8.3,4
D020398,O021965,RIDER0291,24,25,37,0.4,1
D020399,O021966,RIDER1763,22,29,18,1.5,7
D020400,O021967,RIDER2194,31,53,14,5.0,22
D020401,O021968,RIDER1135,34,44,23,2.7,10
D020402,O021969,RIDER1964,24,35,24,0.6,11
D020403,O021970,RIDER0348,42,47,33,5.2,5
D020404,O021971,RIDER0481,32,38,22,0.5,6
D020405,O021972,RIDER0487,24,20,15,5.5,0
D020406,O021973,RIDER2420,33,32,20,0.6,0
D020407,O021974,RIDER0589,32,36,19,1.2,4
D020408,O021975,RIDER2185,43,51,18,5.5,8
D020409,O021976,RIDER0180,38,36,31,6.7,0
D020410,O021977,RIDER2216,23,56,20,3.5,33
D020411,O021978,RIDER1013,41,55,39,2.2,14
D020412,O021979,RIDER2023,50,57,40,1.1,7
D020413,O021980,RIDER0691,26,28,14,3.1,2
D020414,O021981,RIDER0873,36,40,19,0.5,4
D020415,O021982,RIDER1281,50,80,28,0.2,30
D020416,O021983,RIDER0127,34,41,39,5.6,7
D020417,O021984,RIDER2266,20,21,21,5.6,1
D020418,O021985,RIDER1474,25,54,40,4.3,29
D020419,O021986,RIDER0383,30,27,36,1.2,0
D020420,O021987,RIDER2500,25,25,32,3.2,0
D020421,O021988,RIDER1306,26,28,36,1.0,2
D020422,O021989,RIDER1435,57,76,30,2.4,19
D020423,O021990,RIDER0942,32,32,15,2.2,0
D020424,O021992,RIDER1355,24,58,18,4.1,34
D020425,O021993,RIDER0411,39,40,30,7.7,1
D020426,O021994,RIDER1917,22,19,28,2.4,0
D020427,O021995,RIDER0511,36,35,38,5.8,0
D020428,O021996,RIDER1917,35,31,16,1.7,0
D020429,O021997,RIDER0219,25,22,37,2.5,0
D020430,O021998,RIDER1352,33,51,32,2.4,18
D020431,O022000,RIDER1986,24,27,34,5.6,3
D020432,O022001,RIDER0522,21,24,28,1.0,3
D020433,O022002,RIDER0523,31,44,29,4.1,13
D020434,O022003,RIDER1283,43,43,25,5.4,0
D020435,O022004,RIDER1014,37,36,31,5.5,0
D020436,O022005,RIDER2214,24,24,24,5.1,0
D020437,O022006,RIDER1485,25,32,17,2.3,7
D020438,O022007,RIDER0031,26,30,36,3.6,4
D020439,O022008,RIDER1476,27,33,31,0.3,6
D020440,O022009,RIDER1279,35,37,22,0.3,2
D020441,O022010,RIDER0059,20,19,16,4.7,0
D020442,O022011,RIDER0453,26,30,42,0.5,4
D020443,O022012,RIDER0744,23,23,24,10.2,0
D020444,O022013,RIDER0699,30,33,30,0.1,3
D020445,O022014,RIDER0456,27,33,24,5.0,6
D020446,O022015,RIDER0454,44,58,33,4.4,14
D020447,O022016,RIDER0854,32,61,35,9.4,29
D020448,O022017,RIDER1307,30,51,24,4.3,21
D020449,O022018,RIDER2138,20,22,40,1.4,2
D020450,O022019,RIDER1376,44,42,18,1.1,0
D020451,O022020,RIDER0944,23,29,28,2.5,6
D020452,O022021,RIDER2084,53,64,18,3.3,11
D020453,O022022,RIDER2368,47,50,22,1.9,3
D020454,O022023,RIDER1030,38,42,23,0.5,4
D020455,O022026,RIDER1907,45,44,31,2.4,0
D020456,O022027,RIDER0643,58,55,14,1.0,0
D020457,O022028,RIDER1623,41,66,15,10.3,25
D020458,O022029,RIDER1221,19,15,14,1.2,0
D020459,O022030,RIDER0018,24,24,29,5.4,0
D020460,O022031,RIDER0208,21,34,40,2.6,13
D020461,O022032,RIDER0077,38,36,38,2.6,0
D020462,O022034,RIDER0641,32,48,34,2.3,16
D020463,O022035,RIDER0861,29,34,33,1.4,5
D020464,O022036,RIDER1280,21,48,37,5.1,27
D020465,O022037,RIDER2494,40,46,24,3.0,6
D020466,O022038,RIDER0877,34,35,37,2.8,1
D020467,O022039,RIDER2184,39,55,15,1.7,16
D020468,O022040,RIDER0632,32,47,31,4.7,15
D020469,O022041,RIDER2454,33,53,28,1.0,20
D020470,O022042,RIDER1004,63,94,31,2.2,31
D020471,O022043,RIDER2434,70,67,24,3.8,0
D020472,O022044,RIDER1117,28,35,38,3.0,7
D020473,O022045,RIDER0832,45,63,35,1.8,18
D020474,O022046,RIDER1666,36,37,39,3.5,1
D020475,O022047,RIDER1571,38,51,20,4.7,13
D020476,O022048,RIDER0479,31,47,38,2.0,16
D020477,O022049,RIDER1224,30,47,42,0.7,17
D020478,O022050,RIDER2240,40,38,25,7.0,0
D020479,O022051,RIDER0492,46,47,39,3.0,1
D020480,O022052,RIDER2498,26,37,28,4.3,11
D020481,O022053,RIDER0079,41,71,31,0.8,30
D020482,O022054,RIDER1809,21,40,16,2.1,19
D020483,O022055,RIDER0275,38,33,37,0.9,0
D020484,O022056,RIDER2137,27,25,24,2.4,0
D020485,O022057,RIDER0628,30,26,33,5.4,0
D020486,O022058,RIDER0902,31,37,33,1.2,6
D020487,O022060,RIDER0490,21,16,22,0.7,0
D020488,O022061,RIDER0461,40,49,15,2.5,9
D020489,O022063,RIDER2080,48,45,19,2.7,0
D020490,O022064,RIDER1032,53,85,15,1.8,32
D020491,O022065,RIDER1860,23,30,31,3.5,7
D020492,O022066,RIDER1929,26,30,29,3.3,4
D020493,O022067,RIDER1987,33,28,30,1.1,0
D020494,O022068,RIDER2389,24,27,40,1.1,3
D020495,O022069,RIDER0517,30,35,21,1.4,5
D020496,O022070,RIDER1538,48,74,14,0.3,26
D020497,O022071,RIDER2485,39,38,22,1.4,0
D020498,O022072,RIDER0744,34,34,14,1.4,0
D020499,O022073,RIDER1511,26,33,39,0.5,7
D020500,O022074,RIDER1959,22,38,19,1.3,16
D020501,O022076,RIDER2270,24,19,24,5.9,0
D020502,O022077,RIDER0028,31,27,38,1.1,0
D020503,O022078,RIDER0812,23,44,37,2.3,21
D020504,O022079,RIDER0695,28,32,19,2.7,4
D020505,O022080,RIDER0422,38,41,19,2.7,3
D020506,O022081,RIDER1378,32,58,40,0.4,26
D020507,O022082,RIDER0307,29,57,28,0.8,28
D020508,O022083,RIDER0577,46,45,34,2.7,0
D020509,O022084,RIDER0225,40,43,25,4.4,3
D020510,O022085,RIDER0307,24,33,25,1.7,9
D020511,O022086,RIDER0960,40,40,31,0.7,0
D020512,O022087,RIDER2254,41,41,27,1.3,0
D020513,O022088,RIDER0840,35,48,34,8.2,13
D020514,O022089,RIDER1338,62,66,15,0.4,4
D020515,O022090,RIDER0876,38,33,17,0.1,0
D020516,O022091,RIDER1120,35,41,22,1.6,6
D020517,O022092,RIDER0065,34,37,35,2.2,3
D020518,O022093,RIDER0832,31,50,38,0.6,19
D020519,O022094,RIDER0572,24,21,39,0.9,0
D020520,O022095,RIDER2426,25,22,35,6.1,0
D020521,O022096,RIDER1123,30,52,29,0.2,22
D020522,O022097,RIDER1322,31,52,27,0.2,21
D020523,O022098,RIDER0978,26,33,24,0.7,7
D020524,O022099,RIDER2186,23,48,21,0.8,25
D020525,O022100,RIDER0076,21,21,30,3.7,0
D020526,O022101,RIDER0962,27,31,27,3.8,4
D020527,O022102,RIDER1830,42,49,29,4.9,7
D020528,O022103,RIDER0160,50,50,16,3.5,0
D020529,O022104,RIDER1994,38,72,20,7.3,34
D020530,O022105,RIDER1508,28,35,24,0.7,7
D020531,O022106,RIDER2478,25,39,15,4.7,14
D020532,O022107,RIDER0401,25,21,33,1.2,0
D020533,O022108,RIDER1990,45,62,16,4.0,17
D020534,O022109,RIDER2044,28,31,28,0.7,3
D020535,O022110,RIDER0378,34,31,24,2.5,0
D020536,O022111,RIDER0229,28,45,15,3.8,17
D020537,O022112,RIDER1691,65,95,15,1.7,30
D020538,O022113,RIDER1727,35,38,22,8.1,3
D020539,O022114,RIDER1236,25,56,36,1.8,31
D020540,O022115,RIDER1381,43,44,28,2.1,1
D020541,O022116,RIDER1364,32,32,31,3.3,0
D020542,O022117,RIDER2087,48,59,21,1.3,11
D020543,O022119,RIDER0430,40,48,28,8.8,8
D020544,O022120,RIDER0952,35,32,21,2.1,0
D020545,O022121,RIDER0589,31,36,21,0.5,5
D020546,O022122,RIDER0774,41,42,35,4.8,1
D020547,O022123,RIDER2170,50,68,30,2.8,18
D020548,O022124,RIDER0033,29,56,23,5.0,27
D020549,O022125,RIDER0038,53,50,15,0.5,0
D020550,O022126,RIDER1590,21,19,16,11.2,0
D020551,O022127,RIDER1559,70,91,38,7.5,21
D020552,O022129,RIDER1988,45,47,30,6.5,2
D020553,O022130,RIDER1144,49,50,37,3.2,1
D020554,O022131,RIDER1825,49,44,27,0.6,0
D020555,O022132,RIDER2268,30,29,15,0.5,0
D020556,O022133,RIDER1767,42,48,15,2.9,6
D020557,O022134,RIDER0286,23,28,19,1.5,5
D020558,O022135,RIDER0717,32,38,20,1.4,6
D020559,O022136,RIDER0448,41,68,31,9.4,27
D020560,O022137,RIDER0343,25,25,22,2.4,0
D020561,O022138,RIDER2201,56,58,15,3.6,2
D020562,O022139,RIDER2448,35,66,15,2.5,31
D020563,O022140,RIDER1959,26,30,20,7.2,4
D020564,O022141,RIDER0984,43,75,37,3.7,32
D020565,O022142,RIDER1882,36,68,41,3.5,32
D020566,O022143,RIDER1470,61,57,41,1.4,0
D020567,O022144,RIDER0171,20,16,28,1.8,0
D020568,O022146,RIDER1944,31,35,20,2.9,4
D020569,O022147,RIDER1519,53,54,19,4.6,1
D020570,O022148,RIDER1380,36,44,25,3.2,8
D020571,O022149,RIDER1878,47,54,15,4.2,7
D020572,O022150,RIDER1590,21,16,18,0.7,0
D020573,O022151,RIDER2092,38,44,29,4.9,6
D020574,O022152,RIDER1320,43,67,31,3.5,24
D020575,O022153,RIDER1044,39,37,37,1.6,0
D020576,O022154,RIDER1080,39,42,37,0.8,3
D020577,O022155,RIDER1454,22,45,29,2.6,23
D020578,O022156,RIDER1573,26,32,15,6.1,6
D020579,O022157,RIDER1832,24,28,29,1.7,4
D020580,O022158,RIDER0870,24,47,18,3.4,23
D020581,O022159,RIDER1476,29,60,34,3.9,31
D020582,O022160,RIDER0718,45,46,14,5.9,1
D020583,O022161,RIDER0185,22,17,18,4.3,0
D020584,O022162,RIDER1590,25,57,38,4.3,32
D020585,O022163,RIDER0555,47,59,28,2.4,12
D020586,O022164,RIDER2156,34,31,30,3.7,0
D020587,O022166,RIDER1435,20,17,22,1.2,0
D020588,O022167,RIDER1763,26,27,27,3.6,1
D020589,O022168,RIDER1087,40,35,42,2.4,0
D020590,O022169,RIDER1085,46,54,15,3.5,8
D020591,O022170,RIDER0708,56,90,16,4.6,34
D020592,O022171,RIDER0466,67,71,15,3.3,4
D020593,O022172,RIDER1915,37,33,31,1.5,0
D020594,O022173,RIDER0516,34,36,18,3.0,2
D020595,O022174,RIDER1422,44,75,23,4.1,31
D020596,O022175,RIDER1057,44,41,38,6.0,0
D020597,O022176,RIDER0734,35,40,14,1.7,5
D020598,O022177,RIDER1825,38,58,19,1.8,20
D020599,O022178,RIDER0028,19,25,21,6.2,6
D020600,O022179,RIDER1796,28,26,38,0.8,0
D020601,O022180,RIDER2046,25,22,35,2.2,0
D020602,O022181,RIDER0358,31,40,26,2.6,9
D020603,O022182,RIDER1605,38,41,27,1.2,3
D020604,O022183,RIDER0798,45,41,39,0.8,0
D020605,O022184,RIDER1947,29,56,22,0.7,27
D020606,O022185,RIDER1895,28,27,17,1.9,0
D020607,O022186,RIDER2456,38,44,29,7.0,6
D020608,O022187,RIDER1316,30,28,16,0.4,0
D020609,O022188,RIDER0376,39,43,14,0.8,4
D020610,O022189,RIDER1375,46,53,33,4.9,7
D020611,O022190,RIDER1847,29,40,27,3.9,11
D020612,O022191,RIDER1763,30,36,14,5.8,6
D020613,O022192,RIDER2132,33,38,30,0.5,5
D020614,O022193,RIDER1338,30,49,18,5.0,19
D020615,O022194,RIDER0934,47,50,15,3.0,3
D020616,O022195,RIDER1116,24,33,33,1.7,9
D020617,O022196,RIDER2381,61,83,18,1.5,22
D020618,O022197,RIDER0215,26,26,24,0.6,0
D020619,O022198,RIDER2444,70,74,20,8.2,4
D020620,O022199,RIDER0171,37,39,31,9.2,2
